aspect,error_type,confidence,ID_Review,Platform,Nama_Hotel,Review_Date,review_word_len,Text_Review,true_label_source,pred_label_source,alasan_aspect
Makanan,positif -> netral,0.8218,1906,Agoda,Hotel Santika Cirebon,12/24/2018,48,"check in cepat, padahal jam 4 sore kami masih harus menunggu sebentar agar kamar siap. stafnya cukup ramah. kamarnya agak ketinggalan jaman tapi cukup bersih. tapi tidak ada mandi air hangat. ini adalah air yang sangat panas atau dingin. variasi sarapan cukup baik tetapi kualitas makanannya biasa saja.",positif,netral,variasi sarapan cukup baik tetapi kualitas makanannya biasa saja.
Makanan,positif -> netral,0.8085,8040,Traveloka,Hotel Santika Bogor,6/12/2019,38,"kamar yang cukup baik untuk tidak kecil, dan varian untuk sarapan sedikit kurang, rasanya cukup. kolam kecil yang tenang tapi stafnya sangat ramah secara keseluruhan hotel ini bagus dan membuat liburan saya hampir sempurna terima kasih santika bogor",positif,netral,varian untuk sarapan sedikit kurang rasanya cukup
Makanan,positif -> negatif,0.8063,8270,Traveloka,Hotel Santika Bogor,4/4/2018,9,kamar baik layanan kamar miskin sarapan kualitas makanan baik,positif,negatif,sarapan kualitas makanan baik
Makanan,netral -> positif,0.7997,1940,Agoda,Hotel Santika Cirebon,6/20/2017,96,"santika cirebon, menurut saya hotelnya sudah tua, jadi ada tandanya di bangunan itu. tapi, kamarnya cukup besar, tempat tidurnya nyaman (menurut saya tempat tidurnya keras atau sedang), kamar mandinya bagus dan bersih. ada ketel listrik untuk membuat teh atau kopi, beserta segala fasilitasnya. kulkas mini, televisi kabel (sayangnya gambar kurang jelas tapi cukup bagus untuk baca berita). sarapannya juga beda-beda, walaupun kata ibuku rasanya biasa saja, tapi bagiku itu sudah cukup. anda bisa memilih mulai dari roti, sereal, bubur nasi, nasi goreng, nasi putih dan makanan indonesia lainnya. secara keseluruhan cukup menyenangkan menginap di hotel santika.",netral,positif,"ada ketel listrik untuk membuat teh atau kopi, beserta segala fasilitasnya."
Makanan,netral -> none,0.791,2834,Agoda,Hotel Santika Depok,1/19/2022,42,floordrain tidak berfungsi. jadi saya harus buka floordrainnya biar airnya tidak menggenang. saya bermalam di unit yang exclusive. hanya dapat buah 3 pcs. penerangan kurang. karpet di ruang family kotor banget sama sofa belum pernah di dryclean kayaknya. selain hal ini nyaman.,netral,none,hanya dapat buah 3 pcs.
Makanan,netral -> none,0.7791,6335,Traveloka,Hotel Santika Bandung,1/16/2019,104,"pelayanan yang berada di hotel kurang tanggap, seperti pergantian seprai dan selimut kamar dimana ketika kami meminta pergantian selimut dan seprai yang seharusnya bisa dilakukan setiap hari namun, hal tersebut tidak bisa dilakukan dikarenakan kamar hotel penuh dan pihak hotel hanya memberi selimut sedang. seharusnya meskipun kamar penuh, pihak hotel bisa menyiapkan porsi selimut dan seprai yang pas untuk para tamu. mengingat kami menginap di hotel santika 4 hari 3 malam dan seharusnya bisa dilakukan pergantian selimut serta sprai. wi-fi hotel juga agak error di hari-hari terakhir kami menginap. wi-fi seharusnya bisa lancar hingga kami check-out. semoga pihak hotel bisa memperbaiki layanan yang ada.",netral,none,pihak hotel bisa menyiapkan porsi selimut dan seprai yang pas untuk para tamu
Makanan,none -> positif,0.7685,2211,Agoda,Hotel Santika Cirebon,7/23/2019,6,"harganya relatif murah, makan pagi bervariasi",none,positif,
Makanan,netral -> negatif,0.7668,2080,Agoda,Hotel Santika Cirebon,12/30/2022,59,"hotel tua yang menempati lahan luas dan lokasi yang strategis. seharusnya bisa mempertahankan ""keklasikan"" hotel santika yang sudah terkenal. sayangnya tidak bisa menjaga itu. sarapan alakadarnya, lokasi seputar kolam tidak terawat, air conditioner tidak dingin, kamar mandi bau, kunci hotel sudah jadul, balkoni depan jendela kotor banget, area deket lift d lobi gelap, terkesan kotor. semoga segera diperbaiki ya",netral,negatif,"sarapan alakadarnya, lokasi seputar kolam tidak terawat"
Makanan,netral -> negatif,0.7583,4807,Tiket,Hotel Santika Mega City Bekasi,4/24/2024,35,"baik banget hotelnya, bersish ya karna santika memang sudah tidak awam untuk hotel bintang mya. namun kami sempat di dtgi sama cheff dan pelayan saat breakfast untuk ditawarkan jd member santika, tapi nyatanya sampai. selengkapnya",netral,negatif,"dtgi sama cheff dan pelayan saat breakfast untuk ditawarkan jd member santika, tapi"
Makanan,none -> positif,0.746,235,Agoda,Hotel Santika Bandung,5/18/2017,44,"hotel ini terletak di jalan riau, jalan it bandung. anda dapat menemukan makanan enak, fashion bagus, kafe bagus dan semua yang anda butuhkan. itu juga dekat jl merdeka yang merupakan salah satu jalan sibuk di bandung yang memiliki beberapa jajanan kaki lima yang enak",none,positif,
Makanan,positif -> netral,0.7343,12,Agoda,Hotel Santika Bandung,2/17/2026,57,"datang hampir jam 10 malam, hotel terlihat sepi tapi begitu turun mobil ada 1 doorman yang langsung menyambut dan membukakan pintu hotel. di lobby 1 concierge standby dan sat set mencari kamar yang kita booking dan melayani permintaan breakfast on the go. besoknya 2 kotak sarapan sudah siap diambil jam setengah 6 pagi sesuai permintaan. terimakasih santika.",positif,netral,2 kotak sarapan sudah siap diambil jam setengah 6 pagi sesuai permintaan
Fasilitas,positif -> netral,0.9902,3258,Agoda,Hotel Santika Tasikmalaya,8/4/2013,34,"saya sangat puas dengan akomodasinya. kamar tidurnya juga nyaman. kamar mandinya juga bersih. kolam renangnya tidak besar, tapi memiliki pesona. udaranya cerah, dan bintang-bintang di langit malam yang dilihat dari kolam renang sangat mengesankan.",positif,netral,"kolam renangnya tidak besar, tapi memiliki pesona"
Fasilitas,negatif -> netral,0.9613,697,Agoda,Hotel Santika Bogor,1/10/2025,49,"lokasinya bagus karena bersebelahan dengan pusat perbelanjaan sehingga tidak perlu jauh-jauh. namun secara keseluruhan fasilitas terasa agak tua, mungkin karena hotelnya sudah tua. stafnya ramah, saya suka lokasinya, dan harganya. juga, ada pembangunan yang sedang berlangsung di sebelah, jadi saya tidur siang, tapi selain kebisingan, saya tidak punya keluhan.",negatif,netral,secara keseluruhan fasilitas terasa agak tua
Fasilitas,none -> negatif,0.9597,1630,Agoda,Hotel Santika Bogor,9/22/2012,56,"kurang mengesankan, untuk harga yang di bayarkan tidak sesuai, hal yang perlu di perbaiki 1. breakfast menu: dikit sekali, dan rasanya kurang enak. saya pernah menginap di santika lainnya tidak seperti ini 2. kamar sempit dan kurang luas 3. kunci kamar tidak bisa mendapatkan 2 4. tidak ada tempat bermain untuk anak-anak secara keseluruhan kurang memuaskan",none,negatif,
Fasilitas,negatif -> netral,0.958,10297,Traveloka,Hotel Santika Depok,1/6/2021,86,"saya bepergian dengan anak-anak jadi saya mencari hotel. di area dengan kolam renang. hasil pencarian menunjukkan akomodasi ini memiliki kolam renang. itulah alasan saya memilihnya. ketika saya mulai check-in, resepsionis memberi tahu saya bahwa kolam ditutup selama pandemi. saya kesal dan anak-anak kecewa. staf dengan tegas mengatakan, ada pengumuman yang sesuai tentang penutupan kolam umum di aplikasi, yang saya anggap sebagai kebohongan sederhana dan saran yang berani bahwa saya tidak cukup berhati-hati dalam proses pemesanan saya, yang sama sekali tidak benar dan sangat mengganggu untuk didengar.",negatif,netral,kolam ditutup selama pandemi
Fasilitas,none -> positif,0.955,10602,Traveloka,Hotel Santika Depok,12/12/2018,43,hotel ini sangat pas untuk liburan bersama keluarga dan pasangan. karena berada satu area dengan mall dan bioskop. sehingga saat selesai berbelanja dan menonton bisa langsung beristirahat di sebelah gedung mall. hotel ini juga memiliki fasilitas dan layanan yang sangat baik bagi pelanggan.,none,positif,
Fasilitas,netral -> negatif,0.9545,1635,Agoda,Hotel Santika Bogor,8/26/2012,42,"terletak di lokasi yang strategis untuk perjalanan dari jakarta, dengan lokasi yang berdampingan dengan botani square menambah kenyamanan dalam liburan. tetapi, fasilitas amenities di kamar mandi sangat minim. cocok untuk tempat menginap keluarga yang melakukan perjalanan ke bogor hanya untuk sekedar jalan2.",netral,negatif,"tetapi, fasilitas amenities di kamar mandi sangat minim."
Fasilitas,positif -> netral,0.9513,5498,Tiket,Hotel Santika Cirebon,4/29/2025,12,area tempat duduk yang nyaman. staf yang ramah. area parkir yang terang.,positif,netral,area parkir yang terang
Fasilitas,none -> negatif,0.9472,10098,Traveloka,Hotel Santika Depok,3/6/2024,27,"untuk kamarnya standar lah, shower-nya mampet, air mengalir sangat kecil, tanpa hairdryer juga. namun, yang bikin kita tidak komplain adalah staff-nya ramah-ramah, makanan saat sarapan semuanya enak.",none,negatif,
Fasilitas,none -> negatif,0.946,2413,Agoda,Hotel Santika Depok,3/23/2025,16,"nyaman, strategis di mall, menawarkan sahur, dan staf ramah, kamar bersih, sayangnya tidak ada kulkas mini.",none,negatif,
Fasilitas,positif -> negatif,0.9434,1136,Agoda,Hotel Santika Bogor,2/16/2013,46,"karena hujan selalu turun di sore hari, kami dapat, di waktu senggang, berbelanja atau makan malam tanpa basah kuyup atau harus mencari taksi dengan panik. sarapannya memuaskan. ruangan itu baik-baik saja hanya saja transmisi televisi sering terputus dan beberapa saluran meskipun ditunjukkan dalam daftar tidak ada",positif,negatif,saja hanya saja transmisi televisi sering terputus dan beberapa saluran meskipun
Fasilitas,none -> positif,0.9431,10160,Traveloka,Hotel Santika Depok,2/22/2023,55,"staycation di hotel santika sangat menyenangkan, kamar bersih, perlengkapan yang ada di kamarpun bersih. ada kolam renang juga. mohon pelayanan di saat sarapan di cafe anjani, ada yang memantau jika ada piring kosong di meja tamu yang sarapan agar dapat diambil. jadi meja tidak penuh dengan piring kosong. terima kasih juga kejutan wedding anniversary kami.",none,positif,
Fasilitas,none -> negatif,0.9412,1064,Agoda,Hotel Santika Bogor,11/5/2014,19,satu malam menginap layanan grup tidak baik! harus menyelesaikannya sebelum kedatangan kamar jika belum siap. kapasitas liftnya tidak baik,none,negatif,
Fasilitas,netral -> negatif,0.9351,6059,Traveloka,Hotel Santika Bandung,8/16/2023,8,perlu pembarauan lagi untuk fasilitas dan akomodasi hotelnya.,netral,negatif,perlu pembarauan lagi untuk fasilitas dan akomodasi hotelnya.
Fasilitas,negatif -> positif,0.9307,8945,Traveloka,Hotel Santika Cirebon,7/24/2024,103,"hotel nya di tengah kota memudahkan akses kalau mau kemana-mana, dan bener loh hotel ini menyediakan fasilitas cuci mobil tiap pagi, staf nya ramah walaupun bangun hotel tua, yang paling homy dan nyaman kolam renang nya rindang dan airnya anget tidak dingin, anak-anak suka berenang di sini yang nungguin juga nyaman duduk di pinggir kolam karena suasana kolam senyaman itu, mungkin yang kurang hanya kebersihan kulkas di dalem kamar ya walaupun kulkas tua tolong di bersihkan dan diperhatikan, kulkas nya agak kurang dingin dan pas dibuka ada hawa kulkas nya yang kurang nyaman, selain itu hotel santika ini bisa jadi pilihan untuk staycation.",negatif,positif,kulkas nya agak kurang dingin dan pas dibuka ada hawa kulkas nya yang kurang nyaman
Fasilitas,positif -> netral,0.9304,1834,Agoda,Hotel Santika Cirebon,2/7/2024,51,"menginap semalam, kamarnya sangat bersih, stafnya cepat tanggap dan sangat ramah. fasilitasnya lengkap dan anda juga bisa meminta fasilitas lain seperti pengering rambut dan staf akan mengirimkannya ke kamar anda. sarapannya enak tapi tidak ada yang luar biasa tentang sarapan. tampilan hotelnya mungkin agak tua tapi secara keseluruhan sepadan dengan harganya.",positif,netral,fasilitasnya lengkap dan anda juga bisa meminta fasilitas
Fasilitas,netral -> positif,0.9286,1115,Agoda,Hotel Santika Bogor,10/10/2013,48,"saya pernah menginap di grup hotel santika di indonesia, seperti malang dan balikpapang. sama seperti hotel lainnya, staf santika bogor terlatih dan ramah. kamarnya sederhana tapi baik untuk menginap. wi-fi berkecepatan tinggi dan cukup stabil. hotel terletak tepat di sebelah pusat perbelanjaan anda bisa mendapatkan semuanya di sana.",netral,positif,wi-fi berkecepatan tinggi dan cukup stabil.
Fasilitas,none -> negatif,0.9236,13606,Traveloka,Hotel Santika Mega City Bekasi,10/26/2016,17,"air conditioner kamar kurang dingin di 620, saya pesan kamar deluxe! tapi itu deluxe atau superior ya?",none,negatif,
Fasilitas,netral -> negatif,0.9211,2860,Agoda,Hotel Santika Depok,3/22/2017,89,"lokasi di mall dengan banyak pilihan restoran bahkan departemen store. air minum yang disediakan lebih banyak dari standar hotel lain, yaitu 4 botol dengan ukuran sedang. kenyamanan tidur sangat memuaskan dengan bed yang sangat nyaman dan 2 bantal yang nyaman di masing masing bed (twin). kondisi kamar sangat bersih dan fasilitas kamar mandi juga lengkap. yang cukup mengganggu adalah suhu air shower yang sangat tidak stabil, panas dingin bergantian. namun yang paling mengecewakan untuk kami adalah fasilitas wi-fi yang amat sangat lambat, bahkan tidak bisa kami gunakan sama sekali.",netral,negatif,fasilitas kamar mandi juga lengkap. fasilitas wi-fi yang amat sangat lambat
Fasilitas,netral -> positif,0.9207,4486,Tiket,Hotel Santika Mega City Bekasi,7/8/2024,10,akses mudah ke tempat-tempat terkenal. parkir nyaman. suasana kolam tenang.,netral,positif,parkir nyaman.
Fasilitas,positif -> negatif,0.9184,1808,Agoda,Hotel Santika Cirebon,9/11/2024,13,"mudah untuk mendapatkan makanan, kolam renang harus lebih dibersihkan, taman harus lebih bersih.",positif,negatif,"mudah untuk mendapatkan makanan, kolam renang harus lebih dibersihkan, taman harus lebih bersih."
Fasilitas,none -> positif,0.9151,8936,Traveloka,Hotel Santika Cirebon,10/2/2024,11,staf sangat ramah dan membantu. fasilitas untuk kursi roda tersedia. recommended.,none,positif,
Fasilitas,positif -> negatif,0.9147,1783,Agoda,Hotel Santika Cirebon,3/31/2025,7,service bagus banget tapi fasilitas perlu peremajaan,positif,negatif,service bagus banget tapi fasilitas perlu peremajaan
Fasilitas,none -> negatif,0.9115,7823,Traveloka,Hotel Santika Bogor,12/30/2020,164,"review dikit menginap disana. pegawai ramah semua. check-in dan check-out cepat. kamar sama kaya di gambar. minta request jendela dengan view dikasih. complimentary kamar free. air conditioner dingin. water heater dan exhaush fan baik. malam hari saya minta tolong pihak dapur untuk hangat makanan dilayani dengan baik dan cepat, sedikit saran, tempat sampah dikamar dan dikamar mandi kalau bisa bukanya yang di tekan pake kaki, gang yang tutupnya bisa di copot gt soalnya jadi dimaenin anak yang belum paham kalau itu tempat sampah. terus untuk kamar mandinya tidak ada sabun cair untuk cuci tangan, dikasihnya malah yang batang. agak repot ya. ini hotelnya tempel banget sama botani, karena covid, bayi gabisa masuk sana. tapi nyari makan banyak, bisa gojek dan enak-enak ko. parkiran juga gabung sama mal. buat yang menginap disana jangan lupa tiket parkirnya distempel sama pihak hotel biar free. untuk breakfast kurang variatif menunya, apalagi untuk rotinya, dikit banget. tidak ada roti tawar dan selai. overall baik ko. 8/10. terima kasih ya.",none,negatif,
Fasilitas,netral -> negatif,0.9111,5076,Tiket,Hotel Santika Mega City Bekasi,12/12/2021,27,"bagus place for stay, sayangnya pas stay ada acara nikahan jadi lumayan ganggu sampai ke kamar. lt 10 water heater tidak panas + shower cuma nyata sebagian",netral,negatif,lt 10 water heater tidak panas + shower cuma nyata sebagian
Fasilitas,positif -> netral,0.8982,4235,Tiket,Hotel Santika Mega City Bekasi,12/4/2025,14,kamar bersih dan terawat dengan baik. parkir terang. fasilitas modern. staf ahli dan ramah.,positif,netral,fasilitas modern. staf ahli dan ramah
Fasilitas,netral -> none,0.8945,1607,Agoda,Hotel Santika Bogor,2/9/2013,111,"datang kedua kalinya ke santika, saya dan keluarga memang tiba terlalu awal (jam 09: 00) dibandingkan jam check in. front desk menyatakan jam check in jam 14: 00. saya dan keluarga (dengan dua ana kecil) akhirnya memustuskan jalan-jalan ke mall dan kebun raya sembari berpesan untuk dihubungi jika kamar sudah siap. hal yang sangat disesalkan ialah seolah-olah front desk meminta untuk check in jam 14: 00 meski kamar sudah siap. ya memang aturan hotel sih. cman saya berkali-kali nginap di berbagai hotel, mereka tidak keberatan sama sekali untuk early check in kalau memang kamar available. secara overall, tinggal di santika cukup nyaman. fasilitas kamar, shower, menu breakfast cukup membuat kami betah.",netral,none,"fasilitas kamar, shower, menu breakfast cukup membuat kami betah."
Fasilitas,none -> negatif,0.8931,7837,Traveloka,Hotel Santika Bogor,11/11/2020,19,"pas cek in kunci kamar tidak bisa di buka, jadi kami harus menunggu lama untuk mengganti kartu kunci nya",none,negatif,
Fasilitas,none -> negatif,0.8918,2834,Agoda,Hotel Santika Depok,1/19/2022,42,floordrain tidak berfungsi. jadi saya harus buka floordrainnya biar airnya tidak menggenang. saya bermalam di unit yang exclusive. hanya dapat buah 3 pcs. penerangan kurang. karpet di ruang family kotor banget sama sofa belum pernah di dryclean kayaknya. selain hal ini nyaman.,none,negatif,
Fasilitas,negatif -> netral,0.8885,7794,Traveloka,Hotel Santika Bogor,5/5/2021,67,"awalnya agak gambling pilih hotel ini karena baca-baca review orang-orang yang kecewa dengan pelayanannya, namun alhamdulillah kemarin saya menginap di sini pilih kamar deluxe queen sesuai ekspektasi, dapat queen bed, non smoking, tidak ada masalah dengan fasilitas hotel, hanya saja mencari parkiran mobil agak tricky, saya sampai 2x keluar masuk mall botani square, akhirnya pilih parkir di halaman depan botani square, karena lebih dekat ke lobby hotel",negatif,netral,mencari parkiran mobil agak tricky
Fasilitas,netral -> positif,0.8735,5805,Tiket,Hotel Santika Tasikmalaya,4/16/2026,15,kualitas layanan terbaik. hidangan yang disajikan lezat. suasana ramah. dekat dengan pusat hiburan. parkir aman.,netral,positif,parkir aman.
Fasilitas,netral -> positif,0.8692,5319,Tiket,Hotel Santika Bogor,4/25/2024,9,kamar terjaga dengan baik. keamanan terjamin. parkir bebas hambatan.,netral,positif,parkir bebas hambatan.
Fasilitas,netral -> positif,0.869,2366,Agoda,Hotel Santika Cirebon,3/16/2012,19,hotel nya bersih dan nyaman serta kolam renang besar dan bersih dan kamar nya besar dan harga nya terjangkau,netral,positif,hotel nya bersih dan nyaman serta kolam renang besar dan bersih dan kamar nya besar dan harga
Fasilitas,positif -> negatif,0.8683,4180,Tiket,Hotel Santika Mega City Bekasi,4/8/2026,18,"sayang banget budget hotel 500rb tapi bukan smart televisi but overall baik, makanan juga enak bingit. thankyou santika",positif,negatif,"hotel 500rb tapi bukan smart televisi but overall baik, makanan juga enak bingit"
Fasilitas,netral -> negatif,0.867,668,Agoda,Hotel Santika Bandung,5/26/2012,80,"lokasi hotel yang strategis, dilalui taksi dan angkutan kota berbagai jurusan dan dikelilingi mal, pertokoan dan ""factory outlets"" serta dekat dengan berbagai sekolah dan perguruan tinggi. meskipun ukuran hotel tidak luas tapi cukup nyaman. kekurangannya yaitu lobby kecil sehingga tempat duduk sedikit. juga tidak tersedia ""hair dryer"" di kamar meskipun sebelumnya saya baca di internet bahwa di kamar tersedia hair dryer. yang membuat saya lebih senang adalah saat itu kamar saya di-upgrade ke tipe yang lebih tinggi meskipun tidak diminta.",netral,negatif,kekurangannya yaitu lobby kecil sehingga tempat duduk sedikit.
Fasilitas,netral -> negatif,0.8605,6818,Traveloka,Hotel Santika Bandung,12/28/2016,9,kamar dan lift yang mulai termakan zaman. kurang nyaman,netral,negatif,kamar dan lift yang mulai termakan zaman.
Fasilitas,positif -> netral,0.8589,6158,Traveloka,Hotel Santika Bandung,10/27/2021,7,"proses cek in mudah, fasilitas biasa saja.",positif,netral,"proses cek in mudah, fasilitas biasa saja."
Fasilitas,none -> negatif,0.8444,5719,Tiket,Hotel Santika Cirebon,4/21/2019,13,"lokasi strstegis, makan pagi baik, cuma air panas kurang dan shower kurang kencang.",none,negatif,
Fasilitas,netral -> negatif,0.8439,4782,Tiket,Hotel Santika Mega City Bekasi,1/13/2019,32,"pengalaman yang memuaskan, kamar agak sempit sii hehehe, cuma bersih banget dan untuk saluran televisi nya banyak semutnya, tapi hampir semua baik sii, dari pelayanan receptions nya yang ramah tamah. okonya bagus",netral,negatif,"bersih banget dan untuk saluran televisi nya banyak semutnya, tapi hampir semua baik sii"
Fasilitas,negatif -> none,0.8354,14244,Traveloka,Hotel Santika Tasikmalaya,3/7/2018,20,"service baik. kurang di kebersihan kamar mandi, banyak kerak dan shower juga sudah karatan. untuk sekelas santika harusnya lebih baik.",negatif,none,shower sudah karatan
Fasilitas,netral -> negatif,0.8325,1385,Agoda,Hotel Santika Bogor,4/12/2024,19,"hotel bersih dan nyaman, overall baik banget, hanya parkir kendaraan yang kurang baik karena kalau keluar cari2 petugasnya dulu",netral,negatif,"overall baik banget, hanya parkir kendaraan yang kurang baik karena kalau keluar"
